iter	Logloss
359	0.1462179822
360	0.1460989982
361	0.1459964707
362	0.1458363822
363	0.1458298172
364	0.1457978098
365	0.1457843755
366	0.1457499379
367	0.145735867
368	0.1457084003
369	0.1456909539
370	0.1456836035
371	0.1456472849
372	0.1456466838
373	0.1456394841
374	0.1456263134
375	0.1456040585
376	0.1455699367
377	0.1455580797
378	0.1455493383
379	0.1455318742
380	0.1455278564
381	0.1454654529
382	0.1454593182
383	0.1454582405
384	0.1454150459
385	0.1454114114
386	0.1453479227
387	0.1453438216
388	0.1453365754
389	0.1452089384
390	0.1452071439
391	0.1451107743
392	0.1451073868
393	0.145089971
394	0.1450899652
395	0.1450879213
396	0.1450396247
397	0.1450254772
398	0.1450233292
399	0.14501132
400	0.1449999443
401	0.1449944973
402	0.1449923016
403	0.1449757733
404	0.1449673114
405	0.1449660085
406	0.1449267565
407	0.1448879884
408	0.1448855758
409	0.1448838448
410	0.1448769663
411	0.14487085
412	0.1448628499
413	0.144851644
414	0.1447870713
415	0.144785118
416	0.1447750763
417	0.1447630991
418	0.1447597775
419	0.1447396264
420	0.1447271363
421	0.1447248755
422	0.1447028724
423	0.1446961342
424	0.1446898601
425	0.1446620312
426	0.1446236766
427	0.1446228323
428	0.1444728919
429	0.1443629387
430	0.144362322
431	0.1443597964
432	0.1443504934
433	0.144329369
434	0.1443244962
435	0.1443237649
436	0.1443136995
437	0.144186117
438	0.144140215
439	0.1441374034
440	0.1441299489
441	0.1439911555
442	0.1439906465
443	0.1438281588
444	0.1438167449
445	0.1437273596
446	0.1437261448
447	0.1437092334
448	0.1436853208
449	0.1436823543
450	0.1436699972
451	0.1436638582
452	0.143656333
453	0.1436529119
454	0.1436453174
455	0.1436413135
456	0.1436348692
457	0.1436280727
458	0.1435774496
459	0.1435743636
460	0.1435575543
461	0.1435571838
462	0.1435562628
463	0.1435452992
464	0.1435401126
465	0.1435184331
466	0.14347149
467	0.1434684247
468	0.1434667745
469	0.1434573031
470	0.1434424322
471	0.1433417975
472	0.1433369687
473	0.1433337399
474	0.1432574088
475	0.1431841866
476	0.1431434099
477	0.1431225442
478	0.1431201141
479	0.1431135823
480	0.1431099595
481	0.1431069073
482	0.1430979799
483	0.1430693386
484	0.1430562433
485	0.1430544225
486	0.1430119713
487	0.1430102148
488	0.1429913395
489	0.1429776815
490	0.1429727324
491	0.1429712548
492	0.1429697212
493	0.1429668264
494	0.1429652224
495	0.1429583961
496	0.1429352621
497	0.1429309707
498	0.142928229
499	0.142860393
500	0.1428600994
501	0.1428594318
502	0.1428589895
503	0.1428578648
504	0.1428572856
505	0.1428421237
506	0.1428284486
507	0.1427962776
508	0.142793569
509	0.1427725501
510	0.1427606475
511	0.1427521139
512	0.142751137
513	0.1427507646
514	0.1427492969
515	0.1427389904
516	0.1426996781
517	0.1426975955
518	0.1426961436
519	0.142677512
520	0.1426277872
521	0.1426265571
522	0.1426252981
523	0.142595761
524	0.1425951255
525	0.142510603
526	0.1424790731
527	0.142455565
528	0.142385756
529	0.1423824158
530	0.1423819335
531	0.1423777622
532	0.1423742674
533	0.1423727146
534	0.1423717692
535	0.1423693607
536	0.1423693159
537	0.1423360814
538	0.1423352148
539	0.1423319794
540	0.1423266766
541	0.1423260555
542	0.1423109105
543	0.1423040237
544	0.1423007827
545	0.1422999762
546	0.1422631774
547	0.1422581959
548	0.1422561716
549	0.1422520622
550	0.1422459131
551	0.1421848521
552	0.1421784074
553	0.1421654826
554	0.1420525438
555	0.1420504663
556	0.1420478754
557	0.1420451658
558	0.1419907336
559	0.1419732761
560	0.1419673249
561	0.1419219707
562	0.1419170643
563	0.1419158198
564	0.1419152725
565	0.1418851245
566	0.1418820518
567	0.1418816011
568	0.1418752463
569	0.1418516373
570	0.1418515339
571	0.1418324043
572	0.1418321732
573	0.14182822
574	0.1418274139
575	0.1417808666
576	0.1417781043
577	0.1417524248
578	0.1417483193
579	0.1417377756
580	0.1417361816
581	0.141734971
582	0.1417194997
583	0.1417131073
584	0.14170865
585	0.1416793163
586	0.1416770097
587	0.1416611993
588	0.1416470213
589	0.1416407462
590	0.1416350447
591	0.1416338879
592	0.1416258271
593	0.141586628
594	0.1415842213
595	0.1415568374
596	0.1415375282
597	0.1414755259
598	0.1414261633
599	0.1414212281
600	0.1414175892
601	0.1414158264
602	0.1414109078
603	0.1413905579
604	0.141390557
605	0.141388499
606	0.1413450847
607	0.1413388793
608	0.1413252914
609	0.1413251341
610	0.1413145959
611	0.141313299
612	0.141289814
613	0.1412137079
614	0.1412132857
615	0.1412001343
616	0.1411965446
617	0.1411897599
618	0.1411755933
619	0.1411642133
620	0.141163289
621	0.1411629219
622	0.1411591516
623	0.141146268
624	0.1411387159
625	0.1410971621
626	0.1409746374
627	0.1409211676
628	0.140920001
629	0.1409165817
630	0.140907487
631	0.1409058105
632	0.1409023459
633	0.140795403
634	0.140790791
635	0.1407882742
636	0.1407791421
637	0.1407765737
638	0.1407751197
639	0.1407712217
640	0.1407418132
641	0.1407219039
642	0.1406896061
643	0.1406816718
644	0.1406815331
645	0.1406785849
646	0.1406753222
647	0.1406612287
648	0.1406586311
649	0.1406581119
650	0.1406427276
651	0.1406129988
652	0.140577275
653	0.1405674729
654	0.1405566752
655	0.1405480818
656	0.1405462699
657	0.1404433538
658	0.1404409825
659	0.140440928
660	0.1404387193
661	0.1404385305
662	0.1403644074
663	0.1403594
664	0.1403500984
665	0.1403479849
666	0.1403422501
667	0.1403237876
668	0.1403206563
669	0.1403204198
670	0.1402412481
671	0.1402344779
672	0.1402341623
673	0.1402089185
674	0.1401752566
675	0.1401701484
676	0.1401677887
677	0.1401674987
678	0.1401087349
679	0.1400956708
680	0.1400884677
681	0.1400210558
682	0.1400209884
683	0.140007436
684	0.1399977956
685	0.1399936864
686	0.1399855418
687	0.1399738422
688	0.1399730617
689	0.1399702829
690	0.1399648088
691	0.1398768182
692	0.1398733148
693	0.1398722445
694	0.139868486
695	0.1398632201
696	0.139776223
697	0.1397757138
698	0.1397565903
699	0.1397338548
700	0.1397236475
701	0.1397034619
702	0.1396796813
703	0.139668957
704	0.1396685437
705	0.1396672187
706	0.1396515505
707	0.1396514086
708	0.139650706
709	0.1396482049
710	0.139617808
711	0.1395607502
712	0.1394941086
713	0.1394931845
714	0.1394922172
715	0.1394815997
716	0.1394731891
717	0.1394449247
718	0.1394211643
719	0.1394149832
720	0.1394004423
721	0.1394003827
722	0.1393989404
723	0.1393981903
724	0.1393958454
725	0.1393947357
726	0.1393910646
727	0.1393724872
728	0.1393699437
729	0.1393011914
730	0.1392837152
731	0.1392520789
732	0.1391937347
733	0.139192178
734	0.1390968523
735	0.1390951821
736	0.1390877564
737	0.1390862868
738	0.1390853221
739	0.1390646411
740	0.1390644553
741	0.1390621425
742	0.1390546636
743	0.1390542777
744	0.1390435499
745	0.1390263873
746	0.1390202792
747	0.1390192643
748	0.1390179583
749	0.1389731654
750	0.1389580349
751	0.1389533801
752	0.1389503302
753	0.1389495682
754	0.1389495211
755	0.138948779
756	0.1389468341
757	0.1389416485
758	0.1389216416
759	0.1389178993
760	0.1389167982
761	0.1389130796
762	0.1389130377
763	0.1389124809
764	0.138877785
765	0.1388760935
766	0.1388707605
767	0.1388534689
768	0.1388221008
769	0.1387664798
770	0.1387635705
771	0.1387614978
772	0.1387608216
773	0.1387606755
774	0.1387604094
775	0.1387595857
776	0.1387526661
777	0.1387217604
778	0.1387199389
779	0.1387130226
780	0.1387119277
781	0.1387114027
782	0.1387069722
783	0.1386853975
784	0.1386836189
785	0.1386826336
786	0.1385924433
787	0.1385874546
788	0.1385861547
789	0.1385815827
790	0.1385741101
791	0.1385717827
792	0.1385715847
793	0.1385592162
794	0.1385542347
795	0.1385509702
796	0.1385374152
797	0.1385350784
798	0.1385337855
799	0.1385233659
800	0.1384439991
801	0.1384401297
802	0.138432347
803	0.1384307553
804	0.1384297962
805	0.138427538
806	0.1383890856
807	0.138356643
808	0.1383043471
809	0.1382803898
810	0.1382125329
811	0.1382122117
812	0.1382097359
813	0.1382039646
814	0.1382022152
815	0.1382008546
816	0.1381679637
817	0.1381656407
818	0.1381519602
819	0.1381411591
820	0.1381309939
821	0.1381290947
822	0.1381269357
823	0.1381247312
824	0.1381155015
825	0.1381103327
826	0.1381100044
827	0.1381096729
828	0.1380202723
829	0.1380098801
830	0.1379975361
831	0.1379660037
832	0.137954548
833	0.1379493804
834	0.137908575
835	0.1379061331
836	0.1379059043
837	0.1378982727
838	0.1377901762
839	0.1377785014
840	0.1376170349
841	0.1376137515
842	0.1376099194
843	0.1376093298
844	0.13759974
845	0.1375908433
846	0.1375780017
847	0.1375585575
848	0.1375512986
849	0.1375499097
850	0.1375480392
851	0.1375310685
852	0.1375296576
853	0.1375252554
854	0.1375121396
855	0.13749082
856	0.1374900656
857	0.1374887465
858	0.1374861192
859	0.13747913
860	0.1374781052
861	0.1374662821
862	0.1374652127
863	0.1374645604
864	0.1374624464
865	0.1374552744
866	0.1374533648
867	0.1374516729
868	0.1374169141
869	0.1373841254
870	0.1373513685
871	0.1373355918
872	0.1373308269
873	0.1373286511
874	0.1372998834
875	0.1372989568
876	0.1372253553
877	0.1372246687
878	0.1370816113
879	0.1370795825
880	0.1370102103
881	0.1370052935
882	0.1370028894
883	0.1369945254
884	0.1369919511
885	0.1369911207
886	0.1369885767
887	0.1369861403
888	0.1369843263
889	0.1369790996
890	0.1369766474
891	0.1369754937
892	0.1369747341
893	0.1369608935
894	0.1369601057
895	0.1369593913
896	0.1369549459
897	0.136953145
898	0.1368700841
899	0.136869062
900	0.1368682972
901	0.1368566934
902	0.136834385
903	0.1368071544
904	0.1367707542
905	0.1367660339
906	0.1367217596
907	0.1367188117
908	0.1367131095
909	0.1367100331
910	0.1366996431
911	0.1366994312
912	0.1366812086
913	0.136640731
914	0.1366376508
915	0.1365476095
916	0.1365244476
917	0.1364550698
918	0.1364502706
919	0.1364392177
920	0.136438477
921	0.1364363929
922	0.1364262614
923	0.1364250948
924	0.1364245403
925	0.136423689
926	0.1363664433
927	0.1363660841
928	0.1363505649
929	0.1363488086
930	0.1363483657
931	0.1363473247
932	0.1363178427
933	0.1363125392
934	0.1362789783
935	0.1362759683
936	0.1362556501
937	0.1362546211
938	0.1362537373
939	0.1362471
940	0.136244687
941	0.1362409838
942	0.1362371036
943	0.1362344835
944	0.1362318283
945	0.1362267525
946	0.1362258727
947	0.1361764971
948	0.1361678752
949	0.1361664524
950	0.1361090133
951	0.1360912801
952	0.1360908404
953	0.136064674
954	0.1360594365
955	0.1360516796
956	0.13600587
957	0.1360056319
958	0.1359905504
959	0.1359903088
960	0.1359880422
961	0.1359784073
962	0.1359776967
963	0.1359712024
964	0.1359710079
965	0.1359708112
966	0.1359702933
967	0.1359661056
968	0.1359620509
969	0.1359430348
970	0.1359342391
971	0.1359338777
972	0.135927364
973	0.135912118
974	0.1358981753
975	0.1358964913
976	0.1358955072
977	0.135891614
978	0.1358817352
979	0.1358780613
980	0.1358777448
981	0.1358343963
982	0.1358283955
983	0.1358276075
984	0.1358270387
985	0.1358234405
986	0.1358231851
987	0.1358205412
988	0.1358041322
989	0.1357370981
990	0.1357335708
991	0.1357319745
992	0.1357317118
993	0.1357238549
994	0.1357235032
995	0.1357230829
996	0.1357184348
997	0.1357169945
998	0.1357141638
999	0.1356516766
